,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
10058,643217,Kotagiri_CorsleyRoad_D (Tamil Nadu),Kotagiri_CorsleyRoad_D (Tamil Nadu),Kotagiri_CorsleyRoad_D (Tamil Nadu),Kotagiri,Tamil Nadu,FALSE
10059,802302,Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah,Bihar,FALSE
10060,413411,Barshi_Indiranagar_D (Maharashtra),Barshi_Indiranagar_D (Maharashtra),Barshi_Indiranagar_D (Maharashtra),Barshi,Maharashtra,TRUE
10061,440017,Nagpur_Chikhali1_L (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur_Chikhali1_L (Maharashtra),Nagpur,Maharashtra,FALSE
10062,175012,JognderNgr_Dhelu_D (Himachal Pradesh),JognderNgr_Dhelu_D (Himachal Pradesh),JognderNgr_Dhelu_D (Himachal Pradesh),Joginder Nagar,Himachal Pradesh,FALSE
10063,517425,Kuppam_Ward7_D (Andhra Pradesh),Kuppam_Ward7_D (Andhra Pradesh),Kuppam_Ward7_D (Andhra Pradesh),Kuppam,Andhra Pradesh,TRUE
10064,721635,Haldia_Basudevpur_D (West Bengal),Haldia_Basudevpur_D (West Bengal),Haldia_Basudevpur_D (West Bengal),Haldia,West Bengal,FALSE
10065,346002,Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar,Gujarat,TRUE
10066,803108,Chandi_SH78_D (Bihar),Chandi_SH78_D (Bihar),Chandi_SH78_D (Bihar),Chandi,Bihar,TRUE
10067,141000,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,FALSE
10068,723149,Bhaddi_Tanashi_DPP (West Bengal),Bhaddi_Tanashi_DPP (West Bengal),Bhaddi_Tanashi_DPP (West Bengal),Bhaddi,West Bengal,TRUE
10069,246732,Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad_Pathanpura_D (Uttar Pradesh),Najibabad,Uttar Pradesh,FALSE
10070,502312,Pregnapur_Gajwel3_D (Telangana),Pregnapur_Gajwel3_D (Telangana),Pregnapur_Gajwel3_D (Telangana),Pregnapur,Telangana,TRUE
10071,177112,Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni,Himachal Pradesh,FALSE
10072,637209,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,FALSE
10073,642003,Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi,Tamil Nadu,TRUE
10074,202002,Aligarh_Boner_I (Uttar Pradesh),Aligarh_Boner_I (Uttar Pradesh),Aligarh_Boner_I (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
10075,769014,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,FALSE
10076,591318,Gokak_APMC_D (Karnataka),Gokak_APMC_D (Karnataka),Gokak_APMC_D (Karnataka),Gokak,Karnataka,TRUE
10077,431703,Hingoli_Tapdiyanagar_D (Maharashtra),Hingoli_Tapdiyanagar_D (Maharashtra),Hingoli_Tapdiyanagar_D (Maharashtra),Hingoli,Maharashtra,TRUE
10078,508112,Ramanapeta_Kurmawada_D (Telangana),Ramanapeta_Kurmawada_D (Telangana),Ramanapeta_Kurmawada_D (Telangana),Ramannapeta,Telangana,FALSE
10079,533440,Samarlakota_Sriramnagar_D (Andhra Pradesh),Samarlakota_Sriramnagar_D (Andhra Pradesh),Samarlakota_Sriramnagar_D (Andhra Pradesh),Samarlakota,Andhra Pradesh,FALSE
10080,506302,Thirumalagiri_AdrshaNgr_D (Telangana),Thirumalagiri_AdrshaNgr_D (Telangana),Thirumalagiri_AdrshaNgr_D (Telangana),Thirumalagiri,Telangana,TRUE
10081,530028,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
10082,576108,Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal,Karnataka,FALSE
10083,151006,Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda_KrishnaNagar_I (Punjab),Bathinda,Punjab,TRUE
10084,585416,Basavakalyan_Hulsoor_DPP (Karnataka),Basavakalyan_Hulsoor_DPP (Karnataka),Basavakalyan_Hulsoor_DPP (Karnataka),Basavakalyan,Karnataka,TRUE
10085,786146,Tinsukia_Nokhroygaon2_D (Assam),Tinsukia_Nokhroygaon2_D (Assam),Tinsukia_Nokhroygaon2_D (Assam),Tinsukia,Assam,FALSE
10086,263634,Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar_Kapkot_DPP (Uttarakhand),Bageshwar,Uttarakhand,FALSE
10087,627603,Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli_Krishnapuram_H (Tamil Nadu),Tirunelveli,Tamil Nadu,TRUE
10088,307023,Pindwara_KashibaiColony_D (Rajasthan),Pindwara_KashibaiColony_D (Rajasthan),Pindwara_KashibaiColony_D (Rajasthan),Pindwara,Rajasthan,TRUE
10089,766117,Komana_Raghupali_D (Orissa),Komana_Raghupali_D (Orissa),Komana_Raghupali_D (Orissa),Komana,Orissa,
10090,202155,Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair,Uttar Pradesh,FALSE
10091,795138,Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal,Manipur,FALSE
10092,388239,Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor,Gujarat,FALSE
10093,731244,Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram_Kandi_D (West Bengal),Khargram,West Bengal,TRUE
10094,425102,Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon,Maharashtra,FALSE
10095,628617,Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur,Tamil Nadu,TRUE
10096,416531,Sawantwadi_Khaskilwada1_D (Maharashtra),Sawantwadi_Khaskilwada1_D (Maharashtra),Sawantwadi_Khaskilwada1_D (Maharashtra),Sawantwadi,Maharashtra,TRUE
10097,392026,Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh,Gujarat,TRUE
10098,804402,Arwal_Ballopur_D (Bihar),Arwal_Ballopur_D (Bihar),Arwal_Ballopur_D (Bihar),Arwal,Bihar,TRUE
10099,627955,Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti_KadershanKoil_D (Tamil Nadu),Kovilpatti,Tamil Nadu,TRUE
10100,766100,MRampur_RisidaRd_D (Orissa),MRampur_RisidaRd_D (Orissa),MRampur_RisidaRd_D (Orissa),M Rampur,Orissa,FALSE
10101,431710,Dharmabad_RamNagar_D (Maharashtra),Dharmabad_RamNagar_D (Maharashtra),Dharmabad_RamNagar_D (Maharashtra),Dharmabad,Maharashtra,TRUE
10102,622412,Pudukkottai_Machuvadi_D (Tamil Nadu),Pudukkottai_Machuvadi_D (Tamil Nadu),Pudukkottai_Machuvadi_D (Tamil Nadu),Pudukkottai,Tamil Nadu,TRUE
10103,421405,Mumbai_WagleMIDC_L (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Thane,Maharashtra,
10104,670011,Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur_Koodali_H (Kerala),Kannur,Kerala,FALSE
10105,410101,Karjat_Haliwali_D (Maharashtra),Karjat_Haliwali_D (Maharashtra),Karjat_Haliwali_D (Maharashtra),Karjat,Maharashtra,TRUE
10106,416101,Jaysingpur_Swapnanagari_D (Maharashtra),Jaysingpur_Swapnanagari_D (Maharashtra),Jaysingpur_Swapnanagari_D (Maharashtra),Jaysingpur,Maharashtra,TRUE
10107,636812,Denkanikottai_AnchettyRd_D (Tamil Nadu),Denkanikottai_AnchettyRd_D (Tamil Nadu),Denkanikottai_AnchettyRd_D (Tamil Nadu),Denkanikottai,Tamil Nadu,FALSE
10108,843101,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
10109,458220,Jawad_Ruparel_D (Madhya Pradesh),Jawad_Ruparel_D (Madhya Pradesh),Jawad_Ruparel_D (Madhya Pradesh),Jawad,Madhya Pradesh,FALSE
10110,680307,Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva_Peedika_H (Kerala),Aluva,Kerala,TRUE
10111,841256,Siwan_Mahpur_D (Bihar),Siwan_Mahpur_D (Bihar),Siwan_Mahpur_D (Bihar),Siwan,Bihar,TRUE
10112,486775,Rampurnaikin_Jhanjh_D (Madhya Pradesh),Rampurnaikin_Jhanjh_D (Madhya Pradesh),Rampurnaikin_Jhanjh_D (Madhya Pradesh),Rampur Naikin,Madhya Pradesh,TRUE
10113,517299,Madanapalle_Vayalapadu_D (Andhra Pradesh),Madanapalle_Vayalapadu_D (Andhra Pradesh),Madanapalle_Vayalapadu_D (Andhra Pradesh),Madanapalle,Andhra Pradesh,TRUE
10114,362630,Manavadar_Ratanpara_DPP (Gujarat),Manavadar_Ratanpara_DPP (Gujarat),Manavadar_Ratanpara_DPP (Gujarat),Manavadar,Gujarat,FALSE
10115,600042,Chennai_Semmancheri_L (Tamil Nadu),Chennai_Semmancheri_L (Tamil Nadu),Chennai_Semmancheri_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
10116,416008,Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur,Maharashtra,FALSE
10117,522017,Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur_Kornepadu_I (Andhra Pradesh),Guntur,Andhra Pradesh,FALSE
10118,518346,Alur_SaiSowbhagyaNagar_D (Andhra Pradesh),Alur_SaiSowbhagyaNagar_D (Andhra Pradesh),Alur_SaiSowbhagyaNagar_D (Andhra Pradesh),Alur,Andhra Pradesh,FALSE
10119,209871,Miyanganj_Bangarmau_D (Uttar Pradesh),Miyanganj_Bangarmau_D (Uttar Pradesh),Miyanganj_Bangarmau_D (Uttar Pradesh),Miyanganj,Uttar Pradesh,FALSE
10120,206123,Kishni_Shivmndr_D (Uttar Pradesh),Kishni_Shivmndr_D (Uttar Pradesh),Kishni_Shivmndr_D (Uttar Pradesh),Kishni,Uttar Pradesh,TRUE
10121,676109,Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur_Niramaruthur_D (Kerala),Tirur,Kerala,TRUE
10122,689545,Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery,Kerala,FALSE
10123,743613,Baruipur_Bnsibtla_D (West Bengal),Baruipur_Bnsibtla_D (West Bengal),Baruipur_Bnsibtla_D (West Bengal),Baruipur,West Bengal,TRUE
10124,614738,Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai_anthniyr_D (Tamil Nadu),Pattukotai_anthniyr_D (Tamil Nadu),Pattukkottai,Tamil Nadu,TRUE
10125,770020,Sundargarh_SankaraRoad_D (Orissa),Sundargarh_SankaraRoad_D (Orissa),Sundargarh_SankaraRoad_D (Orissa),Sundargarh,Orissa,TRUE
10126,261131,Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur,Uttar Pradesh,TRUE
10127,682319,Kanjiramattom_Piravom_D (Kerala),Kanjiramattom_Piravom_D (Kerala),Kanjiramattom_Piravom_D (Kerala),Kanjiramattom,Kerala,FALSE
10128,202136,Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair,Uttar Pradesh,FALSE
10129,574138,Uchila_Bada_D (Karnataka),Uchila_Bada_D (Karnataka),Uchila_Bada_D (Karnataka),Uchila,Karnataka,FALSE
10130,623527,Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramnthpurm_TnhbBlkC_D (Tamil Nadu),Ramanathapuram,Tamil Nadu,FALSE
10131,504001,Adilabad_KailashNagar_D (Telangana),Adilabad_KailashNagar_D (Telangana),Adilabad_KailashNagar_D (Telangana),Adilabad,Telangana,TRUE
10132,335024,Raisinghnagar_Ward24_D (Rajasthan),Raisinghnagar_Ward24_D (Rajasthan),Raisinghnagar_Ward24_D (Rajasthan),Raisinghnagar,Rajasthan,FALSE
10133,504310,Nirmal_AdarshNgr_D (Telangana),Nirmal_AdarshNgr_D (Telangana),Nirmal_AdarshNgr_D (Telangana),Nirmal,Telangana,TRUE
10134,785613,Golaghat_BaruaRd_D (Assam),Golaghat_BaruaRd_D (Assam),Golaghat_BaruaRd_D (Assam),Golaghat,Assam,TRUE
10135,721634,Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura,West Bengal,TRUE
10136,305816,Kishangarh_AirportRd_D (Rajasthan),Kishangarh_AirportRd_D (Rajasthan),Kishangarh_AirportRd_D (Rajasthan),Kishangarh,Rajasthan,FALSE
10137,791111,Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar_Doimukh_I (Arunachal Pradesh),Itanagar,Arunachal Pradesh,FALSE
10138,613009,Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur_Parvathinagar_D (Tamil Nadu),Thanjavur,Tamil Nadu,FALSE
10139,829117,Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh_Marar_D (Jharkhand),Ramgarh,Jharkhand,FALSE
10140,125006,Hisar_Pirawali_H (Haryana),Hisar_Pirawali_H (Haryana),Hisar_Pirawali_H (Haryana),Hisar,Haryana,FALSE
10141,577417,Sagara_Hotel_D (Karnataka),Sagara_Hotel_D (Karnataka),Sagara_Hotel_D (Karnataka),Sagara,Karnataka,FALSE
10142,444311,Akola_Midcphase3_H (Maharashtra),Akola_Midcphase3_H (Maharashtra),Akola_Midcphase3_H (Maharashtra),Akola,Maharashtra,FALSE
10143,271125,Gonda_AmanColony_D (Uttar Pradesh),Gonda_AmanColony_D (Uttar Pradesh),Gonda_AmanColony_D (Uttar Pradesh),Gonda,Uttar Pradesh,TRUE
10144,741185,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,FALSE
10145,581334,Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar,Karnataka,FALSE
10146,332315,Laxmangarh_Wrd19DPP_D (Rajasthan),Laxmangarh_Wrd19DPP_D (Rajasthan),Laxmangarh_Wrd19DPP_D (Rajasthan),Laxmangarh-RJ,Rajasthan,FALSE
10147,177108,DehraGopipur_Central_D_1 (Himachal Pradesh),DehraGopipur_Central_D_1 (Himachal Pradesh),DehraGopipur_Central_D_1 (Himachal Pradesh),Dehra Gopipur,Himachal Pradesh,TRUE
10148,587125,Ilkal_Ward4_D (Karnataka),Ilkal_Ward4_D (Karnataka),Ilkal_Ward4_D (Karnataka),Ilkal,Karnataka,TRUE
10149,678624,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
10150,212105,Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad,Uttar Pradesh,FALSE
10151,803118,BiharSharif_Ward20_D (Bihar),BiharSharif_Ward20_D (Bihar),BiharSharif_Ward20_D (Bihar),Bihar Sharif,Bihar,FALSE
10152,742123,Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Baharampur,West Bengal,TRUE
10153,700027,Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata,West Bengal,FALSE
10154,641404,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
10155,402120,Mangaon_Kalamje_D (Maharashtra),Mangaon_Kalamje_D (Maharashtra),Mangaon_Kalamje_D (Maharashtra),Mangaon,Maharashtra,FALSE
10156,230121,Badlapur_Barauli1_D (Uttar Pradesh),Badlapur_Barauli1_D (Uttar Pradesh),Badlapur_Barauli1_D (Uttar Pradesh),Badlapur,Uttar Pradesh,TRUE
10157,804420,Jehanabad_Gaurakshini_D (Bihar),Jehanabad_Gaurakshini_D (Bihar),Jehanabad_Gaurakshini_D (Bihar),Jehanabad,Bihar,TRUE
10158,509219,Kothakota_Wanaprthy_D (Telangana),Kothakota_Wanaprthy_D (Telangana),Kothakota_Wanaprthy_D (Telangana),Kothakota,Telangana,FALSE
10159,788709,Karimganj_Sabroom_D (Assam),Karimganj_Sabroom_D (Assam),Karimganj_Sabroom_D (Assam),Karimganj,Assam,TRUE
10160,497114,Pathalgaon_Kargilchowk_D (Chhattisgarh),Pathalgaon_Kargilchowk_D (Chhattisgarh),Pathalgaon_Kargilchowk_D (Chhattisgarh),Pathalgaon,Chhattisgarh,FALSE
10161,495554,Akaltara_IndraUdyan_D (Chhattisgarh),Akaltara_IndraUdyan_D (Chhattisgarh),Akaltara_IndraUdyan_D (Chhattisgarh),Akaltara,Chhattisgarh,FALSE
10162,591127,Ramdurg_Yanampeth_D (Karnataka),Ramdurg_Yanampeth_D (Karnataka),Ramdurg_Yanampeth_D (Karnataka),Ramdurg,Karnataka,TRUE
10163,845412,Chakia_Honda_D (Bihar),Chakia_Honda_D (Bihar),Chakia_Honda_D (Bihar),Chakia,Bihar,TRUE
10164,273304,Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul_Gorahwa_D (Uttar Pradesh),Nichlaul,Uttar Pradesh,FALSE
10165,516172,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,TRUE
10166,445210,Yavatmal_Ner_D (Maharashtra),Yavatmal_Ner_D (Maharashtra),Yavatmal_Ner_D (Maharashtra),Yavatmal,Maharashtra,FALSE
10167,563130,Bangalore_Hoskote_L (Karnataka),Bangalore_Hoskote_GW (Karnataka),Bangalore_Hoskote_L (Karnataka),Hoskote,Karnataka,TRUE
10168,600085,Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai_Nagalkeni_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
10169,627817,Tenkasi_Ilanji_D (Tamil Nadu),Tenkasi_Ilanji_D (Tamil Nadu),Tenkasi_Ilanji_D (Tamil Nadu),Tenkasi,Tamil Nadu,FALSE
10170,621006,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,FALSE
10171,690556,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
10172,424003,Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule,Maharashtra,TRUE
10173,841205,Ekma_Hansrajpr_D (Bihar),Ekma_Hansrajpr_D (Bihar),Ekma_Hansrajpr_D (Bihar),Ekma,Bihar,TRUE
10174,761027,Behrampur_Chatrapur_D (Orissa),Behrampur_Chatrapur_D (Orissa),Behrampur_Chatrapur_D (Orissa),Behrampur,Orissa,TRUE
10175,301403,Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal_HarsouliRoad_D (Rajasthan),Khairthal,Rajasthan,TRUE
10176,473662,Karera_DenidaRd_D (Madhya Pradesh),Karera_DenidaRd_D (Madhya Pradesh),Karera_DenidaRd_D (Madhya Pradesh),Karera-MP,Madhya Pradesh,FALSE
10177,141104,Raikot_DC (Punjab),Raikot_DC (Punjab),Raikot_DC (Punjab),Raikot,Punjab,TRUE
10178,804435,Tekari_BaheliyaBigha_D (Bihar),Tekari_BaheliyaBigha_D (Bihar),Tekari_BaheliyaBigha_D (Bihar),Tekari,Bihar,TRUE
10179,203396,Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai,Uttar Pradesh,TRUE
10180,209304,Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur,Uttar Pradesh,FALSE
10181,700082,Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata_Paharpur_L (West Bengal),Kolkata,West Bengal,FALSE
10182,110031,Delhi_RailYardRd_L (Delhi),Delhi_RailYardRd_L (Delhi),Delhi_RailYardRd_L (Delhi),Delhi,Delhi,FALSE
10183,841446,Siwan_Andar_D (Bihar),Siwan_Andar_D (Bihar),Siwan_Andar_D (Bihar),Siwan,Bihar,TRUE
10184,768001,Sambalpur_Tentelpara_H (Orissa),Sambalpur_Tentelpara_H (Orissa),Sambalpur_Tentelpara_H (Orissa),Sambalpur,Orissa,FALSE
10185,741155,Plassey_Janakinagar1_D (West Bengal),Plassey_Janakinagar1_D (West Bengal),Plassey_Janakinagar1_D (West Bengal),Plassey,West Bengal,TRUE
10186,333048,Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar_IndustrialArea_I (Rajasthan),Sikar,Rajasthan,TRUE
10187,124416,Rohtak_BahuAkbarpur_D (Haryana),Rohtak_BahuAkbarpur_D (Haryana),Rohtak_BahuAkbarpur_D (Haryana),Rohtak,Haryana,FALSE
10188,415303,Islampur_KrushiBzr_D (Maharashtra),Islampur_KrushiBzr_D (Maharashtra),Islampur_KrushiBzr_D (Maharashtra),Islampur,Maharashtra,TRUE
10189,722180,Bankura_KeranDPP_D (West Bengal),Bankura_KeranDPP_D (West Bengal),Bankura_KeranDPP_D (West Bengal),Bankura,West Bengal,TRUE
10190,208018,Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur_Kataraghan_H (Uttar Pradesh),Kanpur,Uttar Pradesh,FALSE
10191,632402,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,TRUE
10192,577179,Kalasa_MahaveerRd_DPP (Karnataka),Kalasa_MahaveerRd_DPP (Karnataka),Kalasa_MahaveerRd_DPP (Karnataka),Kalasa,Karnataka,FALSE
10193,572216,Tumkur_Thimmalapura_H (Karnataka),Tumkur_Thimmalapura_H (Karnataka),Tumkur_Thimmalapura_H (Karnataka),Tumkur,Karnataka,TRUE
10194,283110,Kirauli_BikanerAgraRD_D (Uttar Pradesh),Kirauli_BikanerAgraRD_D (Uttar Pradesh),Kirauli_BikanerAgraRD_D (Uttar Pradesh),Kirauli,Uttar Pradesh,TRUE
10195,574285,Kadaba_AnugrDPP_D (Karnataka),Kadaba_AnugrDPP_D (Karnataka),Kadaba_AnugrDPP_D (Karnataka),Kadaba,Karnataka,FALSE
10196,689503,Pathanamthitta_Kulanada_D (Kerala),Pathanamthitta_Kulanada_D (Kerala),Pathanamthitta_Kulanada_D (Kerala),Pathanamthitta,Kerala,TRUE
10197,458001,Mandsaur_Ajijkhedi_I (Madhya Pradesh),Mandsaur_Ajijkhedi_I (Madhya Pradesh),Mandsaur_Ajijkhedi_I (Madhya Pradesh),Mandsaur,Madhya Pradesh,TRUE
10198,148017,Dhuri_MaheshNagar_D (Punjab),Dhuri_MaheshNagar_D (Punjab),Dhuri_MaheshNagar_D (Punjab),Dhuri,Punjab,FALSE
10199,754280,Cuttack_Bilteruan1_L (Orissa),Cuttack_Bilteruan1_L (Orissa),Cuttack_Bilteruan1_L (Orissa),Cuttack,Orissa,
10200,590011,Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum_MarutiNagar_I (Karnataka),Belgaum,Karnataka,FALSE
10201,171210,Nerwa_Chopal_D (Himachal Pradesh),Nerwa_Chopal_D (Himachal Pradesh),Nerwa_Chopal_D (Himachal Pradesh),Nerwa,Himachal Pradesh,FALSE
10202,756134,Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak,Orissa,FALSE
10203,741402,Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar_MallickPara_I (West Bengal),Krishnanagar,West Bengal,TRUE
10204,632053,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
10205,678501,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
10206,305412,Borada_SarwadRd_DPP (Rajasthan),Borada_SarwadRd_DPP (Rajasthan),Borada_SarwadRd_DPP (Rajasthan),Borada,Rajasthan,TRUE
10207,854208,Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia_FatehpurRd_H (Bihar),Purnia,Bihar,
10208,123503,Gurgaon_Pathradi_L (Haryana),Gurgaon_Tauru_GW (Haryana),Gurgaon_Pathradi_L (Haryana),Gurgaon,Haryana,FALSE
10209,134110,Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Chandigarh,FALSE
